entrez_id	gene_name
4635	MYL4
83873	GPR61
7507	XPA
4173	MCM4
6182	MRPL12
3609	ILF3
81848	SPRY4
386724	AMIGO3
9478	CABP1
8493	PPM1D
5212	VIT
10903	MTMR11
10763	NES
91133	L3MBTL4
115548	FCHO2
9706	ULK2
728047	GOLGA8O
7360	UGP2
6571	SLC18A2
219541	MED19
9722	NOS1AP
10446	LRRN2
26589	MRPL46
171484	FAM9C
26088	GGA1
1755	DMBT1
83697	SLC4A9
29775	CARD10
2304	FOXE1
494551	WEE2
2444	FRK
5360	PLTP
50937	CDON
133686	NADK2
4495	MT1G
221184	CPNE2
10370	CITED2
123264	SLC51B
54107	POLE3
23395	LARS2
2895	GRID2
734	OSGIN2
3093	UBE2K
55679	LIMS2
64064	OXCT2
401992	OR2T2
4836	NMT1
56132	PCDHB3
171425	CLYBL
8563	THOC5
79707	NOL9
23142	DCUN1D4
286319	TUSC1
2015	ADGRE1
84830	ADTRP
4065	LY75
8773	SNAP23
11342	RNF13
9907	AP5Z1
133957	CCDC127
125228	FAM210A
117247	SLC16A10
192683	SCAMP5
51270	TFDP3
2525	FUT3
55553	SOX6
353133	LCE1C
11337	GABARAP
7276	TTR
1877	E4F1
7760	ZNF213
10876	EDDM3A
50940	PDE11A
116092	DNTTIP1
27151	CPAMD8
5178	PEG3
7593	MZF1
92340	PRR29
4927	NUP88
404217	CTXN1
51312	SLC25A37
51435	SCARA3
11014	KDELR2
9473	THEMIS2
91746	YTHDC1
55171	TBCCD1
79183	TTPAL
56990	CDC42SE2
10193	RNF41
4004	LMO1
201595	STT3B
57505	AARS2
10762	NUP50
169166	SNX31
392138	OR2A25
118672	PSTK
27101	CACYBP
53834	FGFRL1
23731	TMEM245
112752	IFT43
5634	PRPS2
171177	RHOV
158866	ZDHHC15
339977	LRRC66
53820	RIPPLY3
57182	ANKRD50
55341	LSG1
346	APOC4
26277	TINF2
402415	XKRX
23154	NCDN
122961	ISCA2
9046	DOK2
57194	ATP10A
84699	CREB3L3
1964	EIF1AX
345275	HSD17B13
84868	HAVCR2
10714	POLD3
29100	TMEM208
23511	NUP188
3310	HSPA6
8291	DYSF
166785	MMAA
4036	LRP2
5597	MAPK6
255043	TMEM86B
5801	PTPRR
8463	TEAD2
5831	PYCR1
10220	GDF11
170685	NUDT10
719	C3AR1
728340	GTF2H2C
85378	TUBGCP6
1659	DHX8
57817	HAMP
9675	TTI1
64180	DPEP3
84455	EFCAB7
19	ABCA1
55334	SLC39A9
80854	SETD7
4758	NEU1
51157	ZNF580
6559	SLC12A3
283849	EXOC3L1
5651	TMPRSS15
998	CDC42
2257	FGF12
56849	TCEAL7
5420	PODXL
401145	CCSER1
128414	NKAIN4
55916	NXT2
10128	LRPPRC
285852	TREML4
283635	FAM177A1
79837	PIP4K2C
54583	EGLN1
1366	CLDN7
6576	SLC25A1
4074	M6PR
2706	GJB2
3775	KCNK1
2555	GABRA2
84231	TRAF7
11045	UPK1A
9075	CLDN2
115350	FCRL1
91664	ZNF845
9545	RAB3D
8408	ULK1
285203	EOGT
738	VPS51
64284	RAB17
1128	CHRM1
199870	FAM76A
378884	NHLRC1
26575	RGS17
8295	TRRAP
7109	TRAPPC10
10695	CNPY3
6248	RSC1A1
26279	PLA2G2D
5176	SERPINF1
84163	GTF2IRD2
93058	COQ10A
23303	KIF13B
10871	CD300C
376940	ZC3H6
149643	SPATA45
10152	ABI2
29941	PKN3
55716	LMBR1L
10055	SAE1
23085	ERC1
129807	NEU4
9878	TOX4
22931	RAB18
133874	C5orf58
55435	AP1AR
23064	SETX
127254	ERICH3
28966	SNX24
155435	RBM33
131890	GRK7
10351	ABCA8
219858	OR8B12
23386	NUDCD3
84866	TMEM25
80235	PIGZ
51512	GTSE1
8682	PEA15
143570	XRRA1
57332	CBX8
8976	WASL
2591	GALNT3
63875	MRPL17
27180	SIGLEC9
90333	ZNF468
5901	RAN
4794	NFKBIE
51133	KCTD3
257106	ARHGAP30
3226	HOXC10
554235	ASPDH
130	ADH6
56138	PCDHA11
10054	UBA2
8989	TRPA1
7474	WNT5A
84056	KATNAL1
150709	ANKAR
2302	FOXJ1
326625	MMAB
22936	ELL2
4881	NPR1
91828	EXOC3L4
26873	OPLAH
10963	STIP1
23554	TSPAN12
10468	FST
1188	CLCNKB
10280	SIGMAR1
84851	TRIM52
4854	NOTCH3
64766	S100PBP
6725	SRMS
